Timestamp,Symbol,Expiration,Strike,Side,Edge,Urgency,Alert_Msg
2025-11-18 07:15:36,SPX,2025-12-31,7080.0,CALL,3.9%,-1.00,[red]★ GOLDEN CALL (SOLD):[/] $7080 [2025-12-31 | 43d] (SPY ~706.6) Edge:+3.9%
2025-11-18 07:15:36,SPX,2025-12-31,7100.0,CALL,5.7%,-0.96,[red]★ GOLDEN CALL (SOLD):[/] $7100 [2025-12-31 | 43d] (SPY ~708.6) Edge:+5.7%
2025-11-18 07:16:38,SPX,2025-11-18,6570.0,PUT,45.6%,-0.16,[green]★ GOLDEN PUT (SOLD):[/] $6570 [2025-11-18 | 0d] (SPY ~655.6) Edge:+45.6%
2025-11-18 07:17:42,SPX,2025-12-19,6610.0,PUT,2.3%,-0.95,[green]★ GOLDEN PUT (SOLD):[/] $6610 [2025-12-19 | 31d] (SPY ~659.6) Edge:+2.3%
2025-11-18 07:19:48,SPX,2025-12-19,5700.0,PUT,7.2%,0.98,[red]★ GOLDEN PUT (BOT):[/] $5700 [2025-12-19 | 31d] (SPY ~568.4) Edge:+7.2%
2025-11-18 07:19:48,SPX,2025-11-28,6375.0,CALL,-10.3%,1.00,[green]★ GOLDEN CALL (BOT):[/] $6375 [2025-11-28 | 10d] (SPY ~635.9) Edge:-10.3%
2025-11-18 07:19:48,SPX,2025-11-18,6550.0,PUT,41.5%,-0.26,[green]★ GOLDEN PUT (SOLD):[/] $6550 [2025-11-18 | 0d] (SPY ~653.4) Edge:+41.5%
2025-11-18 07:19:48,SPX,2025-12-19,6300.0,PUT,6.6%,-0.90,[green]★ GOLDEN PUT (SOLD):[/] $6300 [2025-12-19 | 31d] (SPY ~628.4) Edge:+6.6%
2025-11-18 07:19:48,SPX,2025-11-21,6575.0,PUT,4.0%,0.50,[red]★ GOLDEN PUT (BOT):[/] $6575 [2025-11-21 | 3d] (SPY ~655.9) Edge:+4.0%
2025-11-18 07:19:48,SPX,2025-12-05,6445.0,PUT,7.3%,1.00,[red]★ GOLDEN PUT (BOT):[/] $6445 [2025-12-05 | 17d] (SPY ~642.9) Edge:+7.3%
2025-11-18 07:19:48,SPX,2025-11-18,6580.0,CALL,-69.0%,-0.87,[red]★ GOLDEN CALL (SOLD):[/] $6580 [2025-11-18 | 0d] (SPY ~656.4) Edge:-69.0%
2025-11-18 07:20:50,SPX,2025-12-19,6600.0,PUT,8.8%,-0.82,[green]★ GOLDEN PUT (SOLD):[/] $6600 [2025-12-19 | 31d] (SPY ~658.2) Edge:+8.8%
2025-11-18 07:20:50,SPX,2025-12-19,6620.0,PUT,3.1%,-0.99,[green]★ GOLDEN PUT (SOLD):[/] $6620 [2025-12-19 | 31d] (SPY ~660.2) Edge:+3.1%
2025-11-18 07:20:50,SPX,2025-12-19,4850.0,PUT,4.1%,1.00,[red]★ GOLDEN PUT (BOT):[/] $4850 [2025-12-19 | 31d] (SPY ~483.2) Edge:+4.1%
2025-11-18 07:20:50,SPX,2025-11-21,6150.0,PUT,25.4%,0.99,[red]★ GOLDEN PUT (BOT):[/] $6150 [2025-11-21 | 3d] (SPY ~613.2) Edge:+25.4%
2025-11-18 07:21:54,SPX,2025-12-19,6670.0,CALL,2.0%,1.00,[green]★ GOLDEN CALL (BOT):[/] $6670 [2025-12-19 | 31d] (SPY ~665.5) Edge:+2.0%
2025-11-18 07:21:54,SPX,2025-12-19,6620.0,CALL,2.6%,0.99,[green]★ GOLDEN CALL (BOT):[/] $6620 [2025-12-19 | 31d] (SPY ~660.5) Edge:+2.6%
2025-11-18 07:21:54,SPX,2025-12-19,6610.0,CALL,3.8%,1.00,[green]★ GOLDEN CALL (BOT):[/] $6610 [2025-12-19 | 31d] (SPY ~659.5) Edge:+3.8%
2025-11-18 07:23:07,SPX,2025-12-05,6435.0,PUT,-3.8%,-0.98,[green]★ GOLDEN PUT (SOLD):[/] $6435 [2025-12-05 | 17d] (SPY ~641.8) Edge:-3.8%
2025-11-18 07:24:00,SPX,2025-12-19,6675.0,CALL,2.4%,1.00,[green]★ GOLDEN CALL (BOT):[/] $6675 [2025-12-19 | 31d] (SPY ~665.9) Edge:+2.4%
2025-11-18 07:24:00,SPX,2025-12-19,5500.0,PUT,2.1%,-0.51,[green]★ GOLDEN PUT (SOLD):[/] $5500 [2025-12-19 | 31d] (SPY ~548.4) Edge:+2.1%
2025-11-18 07:26:06,SPX,2025-11-18,6750.0,PUT,5.5%,-0.69,[green]★ GOLDEN PUT (SOLD):[/] $6750 [2025-11-18 | 0d] (SPY ~673.0) Edge:+5.5%
2025-11-18 07:27:09,SPX,2025-11-28,6600.0,CALL,2.9%,0.93,[green]★ GOLDEN CALL (BOT):[/] $6600 [2025-11-28 | 10d] (SPY ~658.5) Edge:+2.9%
2025-11-18 07:27:09,SPX,2025-11-20,6750.0,CALL,5.9%,0.84,[green]★ GOLDEN CALL (BOT):[/] $6750 [2025-11-20 | 2d] (SPY ~673.5) Edge:+5.9%
2025-11-18 07:31:33,SPX,2025-11-21,6565.0,CALL,-2.6%,-0.56,[red]★ GOLDEN CALL (SOLD):[/] $6565 [2025-11-21 | 3d] (SPY ~655.3) Edge:-2.6%
2025-11-18 07:32:23,SPX,2025-11-21,6560.0,CALL,-5.6%,0.58,[green]★ GOLDEN CALL (BOT):[/] $6560 [2025-11-21 | 3d] (SPY ~654.0) Edge:-5.6%
2025-11-18 07:33:26,SPX,2025-12-19,6700.0,PUT,5.6%,0.88,[red]★ GOLDEN PUT (BOT):[/] $6700 [2025-12-19 | 31d] (SPY ~668.5) Edge:+5.6%
2025-11-18 07:33:26,SPX,2025-12-19,6700.0,CALL,3.7%,-0.84,[red]★ GOLDEN CALL (SOLD):[/] $6700 [2025-12-19 | 31d] (SPY ~668.5) Edge:+3.7%
2025-11-18 07:33:26,SPX,2025-12-19,6100.0,PUT,7.3%,0.78,[red]★ GOLDEN PUT (BOT):[/] $6100 [2025-12-19 | 31d] (SPY ~608.5) Edge:+7.3%
2025-11-18 07:33:26,SPX,2025-12-19,5400.0,PUT,4.2%,1.00,[red]★ GOLDEN PUT (BOT):[/] $5400 [2025-12-19 | 31d] (SPY ~538.5) Edge:+4.2%
2025-11-18 07:33:26,SPX,2025-12-31,6180.0,PUT,4.3%,0.98,[red]★ GOLDEN PUT (BOT):[/] $6180 [2025-12-31 | 43d] (SPY ~616.5) Edge:+4.3%
2025-11-18 07:33:26,SPX,2025-11-21,6800.0,PUT,7.9%,-0.73,[green]★ GOLDEN PUT (SOLD):[/] $6800 [2025-11-21 | 3d] (SPY ~678.5) Edge:+7.9%
2025-11-18 07:33:26,SPX,2025-11-18,6685.0,CALL,3.2%,0.19,[green]★ GOLDEN CALL (BOT):[/] $6685 [2025-11-18 | 0d] (SPY ~667.0) Edge:+3.2%
2025-11-18 07:33:26,SPX,2025-12-19,6640.0,PUT,6.6%,-0.86,[green]★ GOLDEN PUT (SOLD):[/] $6640 [2025-12-19 | 31d] (SPY ~662.5) Edge:+6.6%
2025-11-18 07:33:26,SPX,2025-12-19,6550.0,PUT,4.6%,0.72,[red]★ GOLDEN PUT (BOT):[/] $6550 [2025-12-19 | 31d] (SPY ~653.5) Edge:+4.6%
2025-11-18 07:36:41,SPX,2025-12-31,5920.0,PUT,4.0%,-1.00,[green]★ GOLDEN PUT (SOLD):[/] $5920 [2025-12-31 | 43d] (SPY ~590.6) Edge:+4.0%
2025-11-18 07:38:39,SPX,2025-12-19,6730.0,PUT,2.4%,-1.00,[green]★ GOLDEN PUT (SOLD):[/] $6730 [2025-12-19 | 31d] (SPY ~671.4) Edge:+2.4%
2025-11-18 07:38:39,SPX,2025-12-31,6000.0,PUT,4.9%,-0.57,[green]★ GOLDEN PUT (SOLD):[/] $6000 [2025-12-31 | 43d] (SPY ~598.4) Edge:+4.9%
2025-11-18 07:39:42,SPX,2025-11-21,6750.0,CALL,8.3%,0.87,[green]★ GOLDEN CALL (BOT):[/] $6750 [2025-11-21 | 3d] (SPY ~673.3) Edge:+8.3%
2025-11-18 07:39:42,SPX,2025-12-31,5900.0,PUT,6.4%,1.00,[red]★ GOLDEN PUT (BOT):[/] $5900 [2025-12-31 | 43d] (SPY ~588.3) Edge:+6.4%
2025-11-18 07:41:48,SPX,2025-12-19,6830.0,PUT,2.8%,-1.00,[green]★ GOLDEN PUT (SOLD):[/] $6830 [2025-12-19 | 31d] (SPY ~681.6) Edge:+2.8%
2025-11-18 07:41:48,SPX,2025-12-19,5875.0,PUT,2.7%,0.93,[red]★ GOLDEN PUT (BOT):[/] $5875 [2025-12-19 | 31d] (SPY ~586.1) Edge:+2.7%
2025-11-18 07:41:48,SPX,2025-12-19,6200.0,PUT,3.6%,0.90,[red]★ GOLDEN PUT (BOT):[/] $6200 [2025-12-19 | 31d] (SPY ~618.6) Edge:+3.6%
2025-11-18 07:42:51,SPX,2025-11-21,6600.0,CALL,3.6%,0.91,[green]★ GOLDEN CALL (BOT):[/] $6600 [2025-11-21 | 3d] (SPY ~658.5) Edge:+3.6%
2025-11-18 07:42:51,SPX,2025-12-19,6820.0,CALL,2.9%,0.79,[green]★ GOLDEN CALL (BOT):[/] $6820 [2025-12-19 | 31d] (SPY ~680.5) Edge:+2.9%
2025-11-18 07:42:51,SPX,2025-12-19,7100.0,CALL,11.9%,0.97,[green]★ GOLDEN CALL (BOT):[/] $7100 [2025-12-19 | 31d] (SPY ~708.5) Edge:+11.9%
2025-11-18 07:42:51,SPX,2025-11-18,6620.0,CALL,17.9%,0.15,[green]★ GOLDEN CALL (BOT):[/] $6620 [2025-11-18 | 0d] (SPY ~660.5) Edge:+17.9%
2025-11-18 07:44:55,SPX,2025-11-28,6670.0,CALL,3.1%,-0.98,[red]★ GOLDEN CALL (SOLD):[/] $6670 [2025-11-28 | 10d] (SPY ~665.6) Edge:+3.1%
2025-11-18 07:44:55,SPX,2025-11-28,6675.0,CALL,2.9%,0.96,[green]★ GOLDEN CALL (BOT):[/] $6675 [2025-11-28 | 10d] (SPY ~666.1) Edge:+2.9%
2025-11-18 07:47:01,SPX,2025-11-18,6500.0,CALL,7.2%,0.81,[green]★ GOLDEN CALL (BOT):[/] $6500 [2025-11-18 | 0d] (SPY ~648.4) Edge:+7.2%
2025-11-18 07:47:01,SPX,2025-11-18,6550.0,CALL,1.2%,-0.76,[red]★ GOLDEN CALL (SOLD):[/] $6550 [2025-11-18 | 0d] (SPY ~653.4) Edge:+1.2%
2025-11-18 07:50:10,SPX,2025-12-04,6580.0,PUT,1.8%,-1.00,[green]★ GOLDEN PUT (SOLD):[/] $6580 [2025-12-04 | 16d] (SPY ~656.8) Edge:+1.8%
2025-11-18 07:51:13,SPX,2025-11-28,6605.0,CALL,-9.1%,-0.69,[red]★ GOLDEN CALL (SOLD):[/] $6605 [2025-11-28 | 10d] (SPY ~658.7) Edge:-9.1%
2025-11-18 07:52:16,SPX,2025-12-17,6600.0,PUT,4.0%,1.00,[red]★ GOLDEN PUT (BOT):[/] $6600 [2025-12-17 | 29d] (SPY ~658.1) Edge:+4.0%
2025-11-18 07:52:16,SPX,2025-11-28,6350.0,PUT,11.4%,0.97,[red]★ GOLDEN PUT (BOT):[/] $6350 [2025-11-28 | 10d] (SPY ~633.1) Edge:+11.4%
2025-11-18 07:52:16,SPX,2025-11-20,6540.0,PUT,15.0%,0.96,[red]★ GOLDEN PUT (BOT):[/] $6540 [2025-11-20 | 2d] (SPY ~652.1) Edge:+15.0%
2025-11-18 07:54:22,SPX,2025-11-18,6575.0,PUT,4.8%,0.30,[red]★ GOLDEN PUT (BOT):[/] $6575 [2025-11-18 | 0d] (SPY ~655.9) Edge:+4.8%
2025-11-18 07:55:25,SPX,2025-12-19,6615.0,PUT,4.0%,-0.68,[green]★ GOLDEN PUT (SOLD):[/] $6615 [2025-12-19 | 31d] (SPY ~659.9) Edge:+4.0%
2025-11-18 07:55:25,SPX,2025-12-19,6260.0,PUT,6.9%,-1.00,[green]★ GOLDEN PUT (SOLD):[/] $6260 [2025-12-19 | 31d] (SPY ~624.4) Edge:+6.9%
2025-11-18 07:56:28,SPX,2025-12-19,6600.0,CALL,2.0%,-0.85,[red]★ GOLDEN CALL (SOLD):[/] $6600 [2025-12-19 | 31d] (SPY ~658.5) Edge:+2.0%
2025-11-18 07:56:28,SPX,2025-12-19,6615.0,CALL,2.1%,0.60,[green]★ GOLDEN CALL (BOT):[/] $6615 [2025-12-19 | 31d] (SPY ~660.0) Edge:+2.1%
2025-11-18 07:56:28,SPX,2025-12-19,5300.0,PUT,5.0%,-0.85,[green]★ GOLDEN PUT (SOLD):[/] $5300 [2025-12-19 | 31d] (SPY ~528.5) Edge:+5.0%
2025-11-18 07:56:28,SPX,2025-11-18,6595.0,CALL,7.4%,0.25,[green]★ GOLDEN CALL (BOT):[/] $6595 [2025-11-18 | 0d] (SPY ~658.0) Edge:+7.4%
2025-11-18 07:56:28,SPX,2025-11-21,6570.0,CALL,2.8%,0.69,[green]★ GOLDEN CALL (BOT):[/] $6570 [2025-11-21 | 3d] (SPY ~655.5) Edge:+2.8%
2025-11-18 08:01:41,SPX,2025-12-19,5250.0,PUT,3.7%,-1.00,[green]★ GOLDEN PUT (SOLD):[/] $5250 [2025-12-19 | 31d] (SPY ~523.5) Edge:+3.7%
2025-11-18 08:03:47,SPX,2025-12-19,5200.0,PUT,6.5%,1.00,[red]★ GOLDEN PUT (BOT):[/] $5200 [2025-12-19 | 31d] (SPY ~518.3) Edge:+6.5%
2025-11-18 08:03:47,SPX,2025-11-20,6550.0,CALL,-14.2%,0.95,[green]★ GOLDEN CALL (BOT):[/] $6550 [2025-11-20 | 2d] (SPY ~653.3) Edge:-14.2%
2025-11-18 08:04:50,SPX,2025-12-19,7150.0,CALL,6.6%,-0.52,[red]★ GOLDEN CALL (SOLD):[/] $7150 [2025-12-19 | 31d] (SPY ~713.5) Edge:+6.6%
2025-11-18 08:06:56,SPX,2025-12-19,6450.0,PUT,9.2%,-0.76,[green]★ GOLDEN PUT (SOLD):[/] $6450 [2025-12-19 | 31d] (SPY ~643.5) Edge:+9.2%
2025-11-18 08:08:00,SPX,2025-12-19,6150.0,PUT,7.9%,-0.96,[green]★ GOLDEN PUT (SOLD):[/] $6150 [2025-12-19 | 31d] (SPY ~613.5) Edge:+7.9%
2025-11-18 08:11:08,SPX,2025-12-19,6655.0,CALL,3.3%,0.98,[green]★ GOLDEN CALL (BOT):[/] $6655 [2025-12-19 | 31d] (SPY ~663.8) Edge:+3.3%
2025-11-18 08:11:08,SPX,2025-11-21,6050.0,PUT,11.0%,-0.57,[green]★ GOLDEN PUT (SOLD):[/] $6050 [2025-11-21 | 3d] (SPY ~603.3) Edge:+11.0%
2025-11-18 08:12:11,SPX,2025-12-31,6300.0,CALL,2.1%,-1.00,[red]★ GOLDEN CALL (SOLD):[/] $6300 [2025-12-31 | 43d] (SPY ~628.6) Edge:+2.1%
2025-11-18 08:12:11,SPX,2025-12-31,6500.0,CALL,2.6%,-1.00,[red]★ GOLDEN CALL (SOLD):[/] $6500 [2025-12-31 | 43d] (SPY ~648.6) Edge:+2.6%
2025-11-18 08:14:17,SPX,2025-11-21,6350.0,PUT,7.8%,0.84,[red]★ GOLDEN PUT (BOT):[/] $6350 [2025-11-21 | 3d] (SPY ~633.5) Edge:+7.8%
2025-11-18 08:14:17,SPX,2025-11-21,6000.0,PUT,16.7%,-0.68,[green]★ GOLDEN PUT (SOLD):[/] $6000 [2025-11-21 | 3d] (SPY ~598.5) Edge:+16.7%
2025-11-18 08:14:17,SPX,2025-11-21,6250.0,PUT,22.2%,0.86,[red]★ GOLDEN PUT (BOT):[/] $6250 [2025-11-21 | 3d] (SPY ~623.5) Edge:+22.2%
2025-11-18 08:18:29,SPX,2025-12-19,6925.0,CALL,8.9%,-0.66,[red]★ GOLDEN CALL (SOLD):[/] $6925 [2025-12-19 | 31d] (SPY ~690.9) Edge:+8.9%
2025-11-18 08:22:41,SPX,2025-11-21,6000.0,CALL,2.4%,-1.00,[red]★ GOLDEN CALL (SOLD):[/] $6000 [2025-11-21 | 3d] (SPY ~598.4) Edge:+2.4%
2025-11-18 08:22:41,SPX,2025-11-21,6765.0,CALL,26.1%,-0.54,[red]★ GOLDEN CALL (SOLD):[/] $6765 [2025-11-21 | 3d] (SPY ~674.9) Edge:+26.1%
2025-11-18 08:22:41,SPX,2025-12-31,6850.0,CALL,2.2%,0.78,[green]★ GOLDEN CALL (BOT):[/] $6850 [2025-12-31 | 43d] (SPY ~683.4) Edge:+2.2%
2025-11-18 08:23:52,SPX,2025-12-05,6675.0,CALL,2.1%,-0.94,[red]★ GOLDEN CALL (SOLD):[/] $6675 [2025-12-05 | 17d] (SPY ~666.1) Edge:+2.1%
2025-11-18 08:24:47,SPX,2025-12-31,5800.0,CALL,2.3%,1.00,[green]★ GOLDEN CALL (BOT):[/] $5800 [2025-12-31 | 43d] (SPY ~578.6) Edge:+2.3%
2025-11-18 08:24:47,SPX,2025-12-31,6000.0,CALL,2.7%,0.99,[green]★ GOLDEN CALL (BOT):[/] $6000 [2025-12-31 | 43d] (SPY ~598.6) Edge:+2.7%
2025-11-18 08:25:50,SPX,2025-11-21,6620.0,CALL,12.3%,-0.75,[red]★ GOLDEN CALL (SOLD):[/] $6620 [2025-11-21 | 3d] (SPY ~660.4) Edge:+12.3%
2025-11-18 08:26:53,SPX,2025-11-21,6705.0,CALL,19.4%,0.79,[green]★ GOLDEN CALL (BOT):[/] $6705 [2025-11-21 | 3d] (SPY ~668.6) Edge:+19.4%
2025-11-18 08:27:56,SPX,2025-11-25,6600.0,CALL,5.8%,-0.95,[red]★ GOLDEN CALL (SOLD):[/] $6600 [2025-11-25 | 7d] (SPY ~658.6) Edge:+5.8%
2025-11-18 08:28:59,SPX,2025-11-21,5000.0,CALL,2.1%,-1.00,[red]★ GOLDEN CALL (SOLD):[/] $5000 [2025-11-21 | 3d] (SPY ~498.3) Edge:+2.1%
2025-11-18 08:28:59,SPX,2025-12-19,6650.0,PUT,2.8%,0.80,[red]★ GOLDEN PUT (BOT):[/] $6650 [2025-12-19 | 31d] (SPY ~663.3) Edge:+2.8%
2025-11-18 08:28:59,SPX,2025-11-18,6690.0,CALL,40.4%,-0.16,[red]★ GOLDEN CALL (SOLD):[/] $6690 [2025-11-18 | 0d] (SPY ~667.3) Edge:+40.4%
2025-11-18 08:31:05,SPX,2025-12-19,6510.0,PUT,2.1%,-0.93,[green]★ GOLDEN PUT (SOLD):[/] $6510 [2025-12-19 | 31d] (SPY ~649.4) Edge:+2.1%
2025-11-18 08:31:05,SPX,2025-12-19,6400.0,PUT,2.3%,0.87,[red]★ GOLDEN PUT (BOT):[/] $6400 [2025-12-19 | 31d] (SPY ~638.4) Edge:+2.3%
2025-11-18 08:32:09,SPX,2025-12-19,6625.0,PUT,3.6%,0.61,[red]★ GOLDEN PUT (BOT):[/] $6625 [2025-12-19 | 31d] (SPY ~661.0) Edge:+3.6%
2025-11-18 08:40:40,SPX,2025-11-18,6660.0,CALL,38.7%,0.15,[green]★ GOLDEN CALL (BOT):[/] $6660 [2025-11-18 | 0d] (SPY ~663.9) Edge:+38.7%
2025-11-18 08:41:35,SPX,2025-12-03,6775.0,PUT,2.4%,0.89,[red]★ GOLDEN PUT (BOT):[/] $6775 [2025-12-03 | 15d] (SPY ~675.5) Edge:+2.4%
2025-11-18 08:42:38,SPX,2025-12-31,6600.0,PUT,5.1%,-0.91,[green]★ GOLDEN PUT (SOLD):[/] $6600 [2025-12-31 | 43d] (SPY ~658.3) Edge:+5.1%
2025-11-18 08:42:38,SPX,2025-12-31,6950.0,CALL,7.6%,-0.94,[red]★ GOLDEN CALL (SOLD):[/] $6950 [2025-12-31 | 43d] (SPY ~693.3) Edge:+7.6%
2025-11-18 08:45:47,SPX,2025-12-19,6875.0,CALL,6.9%,-0.72,[red]★ GOLDEN CALL (SOLD):[/] $6875 [2025-12-19 | 31d] (SPY ~686.4) Edge:+6.9%
2025-11-18 08:48:00,SPX,2025-11-19,6580.0,PUT,-16.4%,-0.69,[green]★ GOLDEN PUT (SOLD):[/] $6580 [2025-11-19 | 1d] (SPY ~655.8) Edge:-16.4%
2025-11-18 08:48:54,SPX,2025-11-19,6550.0,PUT,11.4%,-0.43,[green]★ GOLDEN PUT (SOLD):[/] $6550 [2025-11-19 | 1d] (SPY ~654.3) Edge:+11.4%
2025-11-18 08:56:13,SPX,2025-11-21,6475.0,PUT,13.7%,0.82,[red]★ GOLDEN PUT (BOT):[/] $6475 [2025-11-21 | 3d] (SPY ~646.3) Edge:+13.7%
2025-11-18 09:13:02,SPX,2025-12-19,6825.0,CALL,3.9%,-0.99,[red]★ GOLDEN CALL (SOLD):[/] $6825 [2025-12-19 | 31d] (SPY ~680.7) Edge:+3.9%
2025-11-18 09:13:02,SPX,2025-11-18,6525.0,PUT,13.9%,-0.18,[green]★ GOLDEN PUT (SOLD):[/] $6525 [2025-11-18 | 0d] (SPY ~650.7) Edge:+13.9%
2025-11-18 09:13:02,SPX,2025-11-28,6650.0,PUT,2.0%,0.63,[red]★ GOLDEN PUT (BOT):[/] $6650 [2025-11-28 | 10d] (SPY ~663.2) Edge:+2.0%
2025-11-18 09:36:09,SPX,2025-12-31,6550.0,PUT,2.1%,-0.56,[green]★ GOLDEN PUT (SOLD):[/] $6550 [2025-12-31 | 43d] (SPY ~653.4) Edge:+2.1%
2025-11-18 09:36:58,SPX,2025-12-19,6525.0,PUT,2.6%,0.74,[red]★ GOLDEN PUT (BOT):[/] $6525 [2025-12-19 | 31d] (SPY ~650.7) Edge:+2.6%
2025-11-18 09:36:58,SPX,2025-11-21,6650.0,PUT,4.2%,-0.61,[green]★ GOLDEN PUT (SOLD):[/] $6650 [2025-11-21 | 3d] (SPY ~663.2) Edge:+4.2%
2025-11-18 09:36:58,SPX,2025-12-19,6510.0,PUT,6.9%,-0.93,[green]★ GOLDEN PUT (SOLD):[/] $6510 [2025-12-19 | 31d] (SPY ~649.2) Edge:+6.9%
2025-11-18 09:36:58,SPX,2025-12-19,6700.0,PUT,9.5%,0.81,[red]★ GOLDEN PUT (BOT):[/] $6700 [2025-12-19 | 31d] (SPY ~668.2) Edge:+9.5%
2025-11-18 09:36:58,SPX,2025-12-19,6450.0,PUT,5.5%,-0.63,[green]★ GOLDEN PUT (SOLD):[/] $6450 [2025-12-19 | 31d] (SPY ~643.2) Edge:+5.5%
2025-11-18 09:36:58,SPX,2025-12-19,6000.0,PUT,5.2%,0.71,[red]★ GOLDEN PUT (BOT):[/] $6000 [2025-12-19 | 31d] (SPY ~598.2) Edge:+5.2%
2025-11-18 09:36:58,SPX,2025-12-19,6625.0,PUT,12.3%,0.62,[red]★ GOLDEN PUT (BOT):[/] $6625 [2025-12-19 | 31d] (SPY ~660.7) Edge:+12.3%
2025-11-18 09:36:58,SPX,2025-11-21,6650.0,CALL,8.8%,0.73,[green]★ GOLDEN CALL (BOT):[/] $6650 [2025-11-21 | 3d] (SPY ~663.2) Edge:+8.8%
2025-11-18 09:36:58,SPX,2025-12-19,6800.0,CALL,2.8%,0.66,[green]★ GOLDEN CALL (BOT):[/] $6800 [2025-12-19 | 31d] (SPY ~678.2) Edge:+2.8%
2025-11-18 09:36:58,SPX,2025-12-19,5900.0,PUT,5.8%,-0.65,[green]★ GOLDEN PUT (SOLD):[/] $5900 [2025-12-19 | 31d] (SPY ~588.2) Edge:+5.8%
2025-11-18 09:36:58,SPX,2025-12-19,6950.0,PUT,4.2%,-0.99,[green]★ GOLDEN PUT (SOLD):[/] $6950 [2025-12-19 | 31d] (SPY ~693.2) Edge:+4.2%
2025-11-18 09:36:58,SPX,2025-12-19,6675.0,PUT,10.9%,-0.99,[green]★ GOLDEN PUT (SOLD):[/] $6675 [2025-12-19 | 31d] (SPY ~665.7) Edge:+10.9%
2025-11-18 09:36:58,SPX,2025-12-19,6655.0,PUT,10.6%,-0.55,[green]★ GOLDEN PUT (SOLD):[/] $6655 [2025-12-19 | 31d] (SPY ~663.7) Edge:+10.6%
2025-11-18 09:36:58,SPX,2025-12-19,6670.0,CALL,4.7%,1.00,[green]★ GOLDEN CALL (BOT):[/] $6670 [2025-12-19 | 31d] (SPY ~665.2) Edge:+4.7%
2025-11-18 09:36:58,SPX,2025-12-19,6100.0,PUT,5.1%,0.77,[red]★ GOLDEN PUT (BOT):[/] $6100 [2025-12-19 | 31d] (SPY ~608.2) Edge:+5.1%
2025-11-18 09:36:58,SPX,2025-11-21,6400.0,PUT,13.6%,-0.80,[green]★ GOLDEN PUT (SOLD):[/] $6400 [2025-11-21 | 3d] (SPY ~638.2) Edge:+13.6%
2025-11-18 09:36:58,SPX,2025-11-21,6350.0,PUT,17.3%,0.84,[red]★ GOLDEN PUT (BOT):[/] $6350 [2025-11-21 | 3d] (SPY ~633.2) Edge:+17.3%
2025-11-18 09:36:58,SPX,2025-11-21,6705.0,CALL,-0.3%,0.79,[green]★ GOLDEN CALL (BOT):[/] $6705 [2025-11-21 | 3d] (SPY ~668.7) Edge:-0.3%
2025-11-18 09:36:58,SPX,2025-12-19,5800.0,PUT,5.4%,-0.70,[green]★ GOLDEN PUT (SOLD):[/] $5800 [2025-12-19 | 31d] (SPY ~578.2) Edge:+5.4%
2025-11-18 09:36:58,SPX,2025-12-19,6150.0,PUT,5.4%,-0.96,[green]★ GOLDEN PUT (SOLD):[/] $6150 [2025-12-19 | 31d] (SPY ~613.2) Edge:+5.4%
2025-11-18 09:36:58,SPX,2025-12-19,5400.0,PUT,5.0%,0.60,[red]★ GOLDEN PUT (BOT):[/] $5400 [2025-12-19 | 31d] (SPY ~538.2) Edge:+5.0%
2025-11-18 09:36:58,SPX,2025-12-19,6175.0,PUT,14.2%,-0.99,[green]★ GOLDEN PUT (SOLD):[/] $6175 [2025-12-19 | 31d] (SPY ~615.7) Edge:+14.2%
2025-11-18 09:36:58,SPX,2025-12-19,7100.0,CALL,3.6%,0.87,[green]★ GOLDEN CALL (BOT):[/] $7100 [2025-12-19 | 31d] (SPY ~708.2) Edge:+3.6%
2025-11-18 09:36:58,SPX,2025-11-21,6750.0,CALL,21.3%,0.81,[green]★ GOLDEN CALL (BOT):[/] $6750 [2025-11-21 | 3d] (SPY ~673.2) Edge:+21.3%
2025-11-18 09:36:58,SPX,2025-11-21,6000.0,PUT,23.0%,0.78,[red]★ GOLDEN PUT (BOT):[/] $6000 [2025-11-21 | 3d] (SPY ~598.2) Edge:+23.0%
2025-11-18 09:36:58,SPX,2025-12-19,5300.0,PUT,12.7%,-0.79,[green]★ GOLDEN PUT (SOLD):[/] $5300 [2025-12-19 | 31d] (SPY ~528.2) Edge:+12.7%
2025-11-18 09:36:58,SPX,2025-11-21,6475.0,PUT,12.3%,0.62,[red]★ GOLDEN PUT (BOT):[/] $6475 [2025-11-21 | 3d] (SPY ~645.7) Edge:+12.3%
2025-11-18 09:36:58,SPX,2025-11-28,6600.0,CALL,-10.0%,0.74,[green]★ GOLDEN CALL (BOT):[/] $6600 [2025-11-28 | 10d] (SPY ~658.2) Edge:-10.0%
2025-11-18 09:36:58,SPX,2025-11-28,6550.0,PUT,13.2%,0.65,[red]★ GOLDEN PUT (BOT):[/] $6550 [2025-11-28 | 10d] (SPY ~653.2) Edge:+13.2%
2025-11-18 09:36:58,SPX,2025-11-28,6375.0,CALL,-6.0%,1.00,[green]★ GOLDEN CALL (BOT):[/] $6375 [2025-11-28 | 10d] (SPY ~635.7) Edge:-6.0%
2025-11-18 09:36:58,SPX,2025-11-25,6600.0,CALL,0.0%,-0.57,[red]★ GOLDEN CALL (SOLD):[/] $6600 [2025-11-25 | 7d] (SPY ~658.2) Edge:+0.0%
